sent,Given_label,Predicted_label
Thank you..Sry if I'm disturbng u through my re schedules,disturbng u through my re schedules,'m disturbng u
Is it possible to add a audio alarm for each reminders,possible to add a audio alarm,add a audio alarm
remind me to take my clothes from my sister's room,take my clothes from my sister's room,take my clothes
Can you remind my all facebook friends birthday?,facebook friends birthday,my all facebook friends birthday
Hi can you please remind me on January 14th to pay my Airtel bill?,pay my Airtel bill,pay my Airtel bill
Remind to get money for villa from all tomorrow at 13:15 today,get money for villa from all,get money
Call me from 4 pm to 5.30 pm today at an interval of 7 minutes,Call me,at an interval
Change my daily reminder for today to 8 am,Not Found,my daily
Can u remind me???,Not Found,Not Found
I am out remind me again at 10,Not Found,Not Found
Remember my restaurant table booking,my restaurant table booking,my restaurant table booking
Set another two for 6:15 am and 6:20 am,another two for 6:15 am and 6:20 am,Not Found
Thanos for remembering me,remembering me,Not Found
Can u set me a reminder at 4:pm,Not Found,set me a
Another reminder for CKYC for tomorrow please at 10 am,Another reminder for CKYC,for CKYC
Thanks to remember me,Not Found,Not Found
Zahara can u remind me on 20 Nov to pay the TDS of Prakash gera,pay the TDS of Prakash gera,pay the TDS
I want to call sumanth at 6pm,call sumanth,call sumanth
New reminder for policy renewal,policy renewal,for policy renewal
Remove the wakeup call pls,Not Found,Remove the wakeup call pls
remind me to foreard resume,foreard resume,foreard resume
Where is the reminder..?,Not Found,is the reminder..
Please keep alarm for 9. 45 in morning,keep alarm,keep alarm
Ya I wud want u to remind me evryday,Not Found,wud want u
Food on time reminder,Food,on time
Remind me to go home at 7 30 pm,go home,go home
Remind to check out magazine article on 5th Dec at 2pm,check out magazine article,magazine article
Can you remind me for tomorrow?,Not Found,me for
Remind me to eat oats at 7pm today,eat oats,eat oats
"hey, could you remind me to take my joining letter at 11pm tonight?",take my joining letter,joining letter
Remind me after 24 hours,Not Found,Not Found
Remind 3rd Feb 17 at 10 am to recharge idea internet.Specify the task,recharge idea internet.Specify the task,internet.Specify the task
Hey can you remind me to collect my shoes from Sudhir,collect my shoes,collect my shoes
I want to pay my car parking rent remind me tomorrow at 9:00 am,pay my car parking rent,pay my car
It's so sweet of you to kindly remind me every time to hydrate myself...😊,hydrate myself...,me every time
Remind me on my another cell,another cell,my another cell
Will I receive the call even if I am offline??,I receive the call even if I am offline??,receive the call
Have to call pratik at 11.30 tomm,Have to call pratik,call pratik
Reminder at 9:00 am,Not Found,Not Found
I want to know about hdfc bank near bhandup,know about hdfc bank near bhandup,know about hdfc bank
How can I set reminder,Not Found,Not Found
Remind me to hit rakshita at 2 pm,hit rakshita,hit rakshita
Ty fot the reminder✌,Not Found,fot the reminder✌
How will I get reminder,How,Not Found
Remind me to go to flat at 06:00 pm,go to flat,Not Found
Remind me on 11 30 am,Not Found,Not Found
8:45 am remind me to complain to the warden abt light,complain to the warden abt light,the warden abt light
Download songs and prepare memory card. Remind me today at 8.00pm,Download songs and prepare memory card. Remind me,prepare memory card
Remind me to check status of e-mail.... of pan card query .. at 5pm today,check status of e-mail.... of pan card query ..,of pan card query ..
"Hey Gaurav, Can you remind me to renew my dad's train pass today at 6:15",renew my dad's train pass,renew my dad
Can u remind me to do exercises as well..?,do exercises,do exercises
Call Prasad Naik at 8.30 am,Call Prasad Naik,Call Prasad Naik
Now the time is 7..Then y u r sending 6pm alert,u r sending,Now the time
You haven't any reminder today,Not Found,have n't any
Remind me every Tuesday at 4 pm for singing classes,singing classes,for singing classes
Remind me for SR for Ganesh hospitals for term loan and working capital by 3pm,SR for Ganesh hospitals for term loan and working capital,me for SR
Ok got call too neha,call too neha,Not Found
remind me to write poems at 12:14 am january 7 2017,write poems,write poems
Get me a reminder to wish PALAK all the best at Decmber 1 at 10:30 pm,wish PALAK all the best at Decmber 1,Get me a
Everday Same Reminder,Not Found,Everday Same
Jus thnx fr d reminder,Not Found,Jus thnx fr d
Ur daily reminders are of great help,great help,are of great help
Yess,Not Found,Not Found
Remind to munni farzi hai on 9799138522,munni farzi hai,munni farzi hai
I was asking about my assistant,asking about my assistant,my assistant
remind me to transfer money to ubaid tomorrow at 11am,transfer money to ubaid,transfer money
U missed my 12 am reminder.,Not Found,Not Found
Remind me every morning to do yoga and pranayam,do yoga and pranayam,me every morning
9703473721,Not Found,Not Found
I want to change the reminder setting,setting,change the setting
Remind on Monday deposit cheque to international club delhi,deposit cheque to international club delhi,on deposit cheque
Reminder for namaz,namaz,for namaz
Remind after 15 minutes,Not Found,Not Found
Remind me that,Not Found,Not Found
please set a reminder for 7th november,Not Found,set a
Remind me to post my income tax file through post office for tomorrow at 10.00 a.m.,post my income tax file through post office,post my income tax file
Remind me to check tickets every 5 minutes,check tickets,check tickets
every 3 hours from 10:00 AM to 8:00 PM the remainder was set to me.,Not Found,the remainder
Remind me to have a roll at 7:30pm,have a roll,have a roll
any time call,Not Found,any time call
Do remind me to send photographs for printing at 10:10 AM,send photographs for printing,send photographs
Next reminder what time?,Not Found,Not Found
Any time u can remind me,Not Found,Any time
Morning,Not Found,Not Found
Can you set reminder for me?,Not Found,Not Found
set reminder alert,Not Found,set alert
You can close the reminder,Not Found,close the
hi can u give reminder hourly till 9 pm,Not Found,u give
I have to set it again ?,set it again,Not Found
Set Reminder,Not Found,Not Found
Remind me to talk to mirage on the coming Monday at 10:45,talk to mirage,Not Found
remind me to buy TURPENTINE OIL AND LINSEED OIL today at 10:30AM,buy TURPENTINE OIL AND LINSEED OIL,buy TURPENTINE OIL AND LINSEED OIL
Remind me about this day every month,Not Found,me about this day
Hi .i am getting multiple reminders for same task,getting multiple reminders for same task,getting multiple reminders
Remind me to read law every one hour by calling my number,read law and calling my number,calling my number
Hi i need to set reminder for monthly elect bill on every 10th,monthly elect bill,for monthly elect bill
Remind me to submit my timesheets,submit my timesheets,submit my timesheets
"Can u setup this reminder note as ""upload CIGNA receipta""",upload CIGNA receipta,setup this note
Can you remind me every two hours to eat something?,eat something,eat something
Hey just remind me after one hour,Not Found,Not Found
"Hi Ruskar, I need to plan out my week. Can we do it at 4:30 pm today?",Not Found,Hi Ruskar
Set remainder to study,study,Set remainder
I want an alarm,Not Found,want an alarm
Remind me when pune come,when pune come,Not Found
Sorry I think that I had this set this reminder at 9:35 Am.,Not Found,had this set
Reminder came at night of 5th Dec..,came at night of 5th Dec..,came at night
I want some general reminder for 5 days,Not Found,want some general
Set reminder for 12:00 pm 10th Dec to return library book (The Meditative Path),return library book (The Meditative Path),return library book
Set for everyday,Not Found,Not Found
Set a reminder for 1st Feb for payting TDS..on behalf of Harish,payting TDS..on behalf of Harish,payting TDS..on behalf
Thank you for reminder,Not Found,you for
Remember to drop an email to Andrew from sagicor before 1 pm,drop an email to Andrew,drop an email
Remind me on taking a print out of tocker.,taking a print out of tocker,taking a print
Message alarm at 6:30pm,Not Found,Message alarm
Hey I got my reminders just now,Not Found,got my reminders
"Do remind me at 5:00 pm today, about cold coffee",cold coffee,about cold coffee
Just set,Not Found,Not Found
Please remind to take med...,take med...,take med
I have scheduled my diet and I want to reminder of it. Can you please set that for,Not Found,Not Found
Can you place reminder after 5 minutes,Not Found,Not Found
Will you remind me every week same time?,Not Found,me every week
Remind me to get my a star vehicle insurance renewal in March 31 st. Can u please do that,get my a star vehicle insurance renewal,get my a star vehicle insurance renewal
What this reminder is for?,What this reminder and ?,Not Found
Do remind me at morning 8 am tomorrow for picking my bag from bus,picking my bag from bus,me at morning
I have to set a reminder in a calendar,Not Found,in a calendar
Remind me tomorrow 3pm for neeya naana,Not Found,for neeya naana
Niyati pls remind me,Not Found,Niyati pls
Remind of watching utv movies on 13th of Nov on 11.15 pm,watching utv movies,watching utv movies
I have repeatedly asked for stopping this reminder. Why am i still getting them?,Not Found,stopping this
Can this reminder be active for 2 days?,Not Found,Not Found
9am tomorrow reminder,Not Found,Not Found
Please alert me after. 3 hours,Not Found,Not Found
Remind me at 6pm that I have to send a mail to Harsimran,send a mail to Harsimran,send a mail
Does this remainder works offline??,Not Found,Does this remainder
Please remind me to email Anupama Sehgal assembly format,email Anupama Sehgal assembly format,email Anupama Sehgal
Reminders on monday I have 6 works 1 is Llb 2 is Deepak and 3 is bsnl 4 is HDFC 5 is bank account,works 1 is Llb 2 is Deepak and 3 is bsnl 4 is HDFC 5 is bank account,is bank account
Remind me to pack my books for tutions,pack my books for tutions,pack my books
Please remind me to check airport traffic at 10 am tomorrow,check airport traffic,check airport traffic
Ok thanks for the reminder,Not Found,Ok thanks
Thanks for reminding me Shraddha,reminding me Shraddha,reminding me Shraddha
Set an alarm for me,Not Found,an alarm
Glass schedule ask,ask,Glass schedule ask
Morning prajakta,Not Found,Morning prajakta
